output_file,status,pixel_source,prior_zip_usage,source_pages_1based,trace_boxes_px,notes
solution/pb_2-11_(b)_solution.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,14,"[{""page"":14,""x0"":0,""y0"":193,""x1"":2005,""y1"":450}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
solution/pb_2-11_(c)_solution.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,14,"[{""page"":14,""x0"":0,""y0"":450,""x1"":2005,""y1"":975}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
solution/pb_2-11_(d)_solution.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,14,"[{""page"":14,""x0"":0,""y0"":975,""x1"":2005,""y1"":1600}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
solution/pb_2-12_(a)_solution.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,14;15,"[{""page"":14,""x0"":0,""y0"":2041,""x1"":2005,""y1"":2470},{""page"":15,""x0"":0,""y0"":190,""x1"":2005,""y1"":640}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
solution/pb_2-12_(b)_solution.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,15,"[{""page"":15,""x0"":0,""y0"":640,""x1"":2005,""y1"":1445}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
solution/pb_2-13_solution.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,15;16,"[{""page"":15,""x0"":0,""y0"":2135,""x1"":2005,""y1"":2440},{""page"":16,""x0"":0,""y0"":182,""x1"":2005,""y1"":860}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
solution/pb_2-14_solution.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,16,"[{""page"":16,""x0"":50,""y0"":1058,""x1"":1500,""y1"":1522}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
solution/pb_2-15_(1)_solution.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,16;17,"[{""page"":16,""x0"":0,""y0"":2165,""x1"":2005,""y1"":2397},{""page"":17,""x0"":0,""y0"":192,""x1"":2005,""y1"":420}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
solution/pb_2-15_(2)_solution.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,17,"[{""page"":17,""x0"":0,""y0"":422,""x1"":2005,""y1"":884}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
solution/pb_2-16_solution.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,17;18,"[{""page"":17,""x0"":0,""y0"":1576,""x1"":2005,""y1"":2414},{""page"":18,""x0"":0,""y0"":186,""x1"":2005,""y1"":820}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
solution/pb_2-17_solution.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,18,"[{""page"":18,""x0"":0,""y0"":995,""x1"":2005,""y1"":1275}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
solution/pb_2-18_solution.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,18;19,"[{""page"":18,""x0"":0,""y0"":1763,""x1"":2005,""y1"":2440},{""page"":19,""x0"":0,""y0"":185,""x1"":2005,""y1"":285}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
solution/pb_2-19_solution.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,19,"[{""page"":19,""x0"":0,""y0"":660,""x1"":2005,""y1"":1455}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
solution/pb_2-1_(1)_solution.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,1,"[{""page"":1,""x0"":0,""y0"":2300,""x1"":2005,""y1"":2479}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
solution/pb_2-1_(2)_solution.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,2,"[{""page"":2,""x0"":0,""y0"":196,""x1"":2005,""y1"":552}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
solution/pb_2-1_(3)_solution.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,2,"[{""page"":2,""x0"":0,""y0"":555,""x1"":2005,""y1"":804}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
solution/pb_2-1_(4)_solution.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,2,"[{""page"":2,""x0"":0,""y0"":809,""x1"":2005,""y1"":1042}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
solution/pb_2-1_(5)_solution.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,2,"[{""page"":2,""x0"":0,""y0"":1045,""x1"":2005,""y1"":1157}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
solution/pb_2-1_(6)_solution.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,2,"[{""page"":2,""x0"":0,""y0"":1167,""x1"":2005,""y1"":1510}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
solution/pb_2-1_(7)_solution.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,2,"[{""page"":2,""x0"":0,""y0"":1514,""x1"":2005,""y1"":1697}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
solution/pb_2-1_(8)_solution.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,2,"[{""page"":2,""x0"":0,""y0"":1704,""x1"":2005,""y1"":2060}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
solution/pb_2-20_(a)_solution.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,19,"[{""page"":19,""x0"":0,""y0"":1520,""x1"":2005,""y1"":1700}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
solution/pb_2-20_(b)_solution.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,19,"[{""page"":19,""x0"":0,""y0"":1701,""x1"":2005,""y1"":2079}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
solution/pb_2-20_(c)_solution.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,19,"[{""page"":19,""x0"":0,""y0"":2080,""x1"":2005,""y1"":2389}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
solution/pb_2-21_(1)_solution.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,20,"[{""page"":20,""x0"":0,""y0"":1265,""x1"":2005,""y1"":1655},{""page"":20,""x0"":0,""y0"":1708,""x1"":2005,""y1"":1895}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
solution/pb_2-21_(2)_solution.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,20,"[{""page"":20,""x0"":0,""y0"":1265,""x1"":2005,""y1"":1655},{""page"":20,""x0"":0,""y0"":1899,""x1"":2005,""y1"":2015}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
solution/pb_2-21_(3)_solution.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,20,"[{""page"":20,""x0"":0,""y0"":1265,""x1"":2005,""y1"":1655},{""page"":20,""x0"":0,""y0"":2018,""x1"":2005,""y1"":2139}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
solution/pb_2-21_(4)_solution.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,20,"[{""page"":20,""x0"":0,""y0"":1265,""x1"":2005,""y1"":1655},{""page"":20,""x0"":0,""y0"":2142,""x1"":2005,""y1"":2263}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
solution/pb_2-22_(a)_solution.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,20;21,"[{""page"":20,""x0"":0,""y0"":2330,""x1"":2005,""y1"":2460},{""page"":21,""x0"":0,""y0"":649,""x1"":2005,""y1"":750}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
solution/pb_2-22_(b)_solution.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,21,"[{""page"":21,""x0"":0,""y0"":761,""x1"":2005,""y1"":1005}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
solution/pb_2-22_(c)_solution.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,21,"[{""page"":21,""x0"":0,""y0"":1009,""x1"":2005,""y1"":1550}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
solution/pb_2-23_(1)_solution.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,21,"[{""page"":21,""x0"":0,""y0"":1690,""x1"":2005,""y1"":1790}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
solution/pb_2-23_(2)_solution.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,21,"[{""page"":21,""x0"":0,""y0"":1783,""x1"":2005,""y1"":1905}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
solution/pb_2-23_(3)_solution.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,21,"[{""page"":21,""x0"":0,""y0"":1909,""x1"":2005,""y1"":2150}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
solution/pb_2-23_(4)_solution.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,21,"[{""page"":21,""x0"":0,""y0"":2156,""x1"":2005,""y1"":2396}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
solution/pb_2-24_solution.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,22,"[{""page"":22,""x0"":0,""y0"":175,""x1"":2005,""y1"":485}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
solution/pb_2-25_solution.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,22,"[{""page"":22,""x0"":0,""y0"":1160,""x1"":2005,""y1"":1489}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
solution/pb_2-26_(a)_solution.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,22,"[{""page"":22,""x0"":0,""y0"":1983,""x1"":2005,""y1"":2189}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
solution/pb_2-26_(b)_solution.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,22,"[{""page"":22,""x0"":0,""y0"":2195,""x1"":2005,""y1"":2399}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
solution/pb_2-2_(1)_solution.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,3,"[{""page"":3,""x0"":0,""y0"":647,""x1"":2005,""y1"":755}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
solution/pb_2-2_(2)_solution.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,3,"[{""page"":3,""x0"":0,""y0"":758,""x1"":2005,""y1"":868}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
solution/pb_2-2_(3)_solution.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,3,"[{""page"":3,""x0"":0,""y0"":875,""x1"":2005,""y1"":1030}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
solution/pb_2-2_(4)_solution.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,3,"[{""page"":3,""x0"":0,""y0"":1032,""x1"":2005,""y1"":1210}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
solution/pb_2-2_(5)_solution.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,3,"[{""page"":3,""x0"":0,""y0"":1212,""x1"":2005,""y1"":1325}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
solution/pb_2-2_(6)_solution.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,3,"[{""page"":3,""x0"":0,""y0"":1330,""x1"":2005,""y1"":1557}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
solution/pb_2-2_(7)_solution.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,3,"[{""page"":3,""x0"":0,""y0"":1556,""x1"":2005,""y1"":1720}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
solution/pb_2-3_(1)_solution.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,3;4,"[{""page"":3,""x0"":0,""y0"":2121,""x1"":2005,""y1"":2473},{""page"":4,""x0"":0,""y0"":193,""x1"":2005,""y1"":645}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
solution/pb_2-3_(2)_solution.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,4,"[{""page"":4,""x0"":0,""y0"":646,""x1"":2005,""y1"":1312}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
solution/pb_2-3_(3)_solution.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,4,"[{""page"":4,""x0"":0,""y0"":1313,""x1"":1330,""y1"":2070},{""page"":4,""x0"":0,""y0"":2070,""x1"":1100,""y1"":2240}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
solution/pb_2-4_solution.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,4;5,"[{""page"":4,""x0"":0,""y0"":2310,""x1"":1250,""y1"":2437},{""page"":5,""x0"":0,""y0"":190,""x1"":2005,""y1"":360}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
solution/pb_2-5_solution.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,5,"[{""page"":5,""x0"":0,""y0"":554,""x1"":2005,""y1"":1740}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
solution/pb_2-6_(1)_solution.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,5;6,"[{""page"":5,""x0"":0,""y0"":1812,""x1"":2005,""y1"":1940},{""page"":6,""x0"":400,""y0"":1193,""x1"":1500,""y1"":2255},{""page"":5,""x0"":0,""y0"":1941,""x1"":2005,""y1"":2275}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
solution/pb_2-6_(2)_solution.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,5;7,"[{""page"":5,""x0"":0,""y0"":2275,""x1"":2005,""y1"":2407},{""page"":7,""x0"":350,""y0"":201,""x1"":1550,""y1"":1864},{""page"":7,""x0"":0,""y0"":1911,""x1"":2005,""y1"":2245}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
solution/pb_2-6_(3)_solution.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,7;8,"[{""page"":7,""x0"":0,""y0"":2245,""x1"":2005,""y1"":2377},{""page"":8,""x0"":350,""y0"":204,""x1"":1450,""y1"":1540},{""page"":8,""x0"":0,""y0"":1596,""x1"":2005,""y1"":1930}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
solution/pb_2-6_(4)_solution.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,8;9,"[{""page"":8,""x0"":0,""y0"":1930,""x1"":2005,""y1"":2060},{""page"":9,""x0"":50,""y0"":330,""x1"":820,""y1"":974},{""page"":8,""x0"":0,""y0"":2066,""x1"":2005,""y1"":2400}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
solution/pb_2-7_(1)_solution.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,9;10,"[{""page"":9,""x0"":0,""y0"":1018,""x1"":2005,""y1"":2189},{""page"":9,""x0"":0,""y0"":2190,""x1"":2005,""y1"":2406},{""page"":10,""x0"":0,""y0"":180,""x1"":2005,""y1"":295}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
solution/pb_2-7_(2)_solution.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,9;10,"[{""page"":9,""x0"":0,""y0"":1018,""x1"":2005,""y1"":2189},{""page"":10,""x0"":0,""y0"":296,""x1"":2005,""y1"":579}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
solution/pb_2-8_solution.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,10,"[{""page"":10,""x0"":0,""y0"":700,""x1"":2005,""y1"":760},{""page"":10,""x0"":930,""y0"":919,""x1"":1930,""y1"":1270},{""page"":10,""x0"":0,""y0"":1315,""x1"":2005,""y1"":1849}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
solution/pb_2-9_(a)_solution.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,10,"[{""page"":10,""x0"":0,""y0"":1910,""x1"":2005,""y1"":2470}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
solution/pb_2-9_(b)_solution.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,11,"[{""page"":11,""x0"":0,""y0"":1338,""x1"":2005,""y1"":1705}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
solution/pb_2-9_(c)_solution.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,11,"[{""page"":11,""x0"":0,""y0"":1705,""x1"":2005,""y1"":2018}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
solution/pb_2-9_(d)_solution.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,11,"[{""page"":11,""x0"":0,""y0"":2018,""x1"":2005,""y1"":2335}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
solution/pb_2-9_(e)_solution.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,11;12,"[{""page"":11,""x0"":0,""y0"":2335,""x1"":2005,""y1"":2485},{""page"":12,""x0"":0,""y0"":193,""x1"":2005,""y1"":510}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
solution/pb_2-9_(f)_solution.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,12,"[{""page"":12,""x0"":0,""y0"":510,""x1"":2005,""y1"":1080}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
solution/pb_2-9_(g)_solution.png,rebuilt_from_source_pdf,ch2.pdf embedded scan image,filename/subquestion roster only; no prior PNG decoded or cropped,12,"[{""page"":12,""x0"":0,""y0"":1081,""x1"":2005,""y1"":1760}]",pure pb_; x-position preserved on 2005px canvas; vertical outer-ink trim with <=15px source padding
