logical_name,kind,chapter,problem,subpart,source_pdf,source_pages_1based,used_crop_boxes_px,partition_windows_px,deskew_angles_deg,output_width_px,output_height_px
pb_2-10_(c)_question.png,question,2,10,c,ch2.pdf,12,"[{""page"":12,""x0"":0,""y0"":1761,""x1"":2005,""y1"":1830},{""page"":12,""x0"":1050,""y0"":1851,""x1"":1660,""y1"":2207}]","[{""page"":12,""x0"":0,""y0"":1760,""x1"":2005,""y1"":1830},{""page"":12,""x0"":1050,""y0"":1840,""x1"":1660,""y1"":2210}]","{""12"":-0.04414}",2005,425
pb_2-10_(c)_solution.png,solution,2,10,c,ch2.pdf,13,"[{""page"":13,""x0"":0,""y0"":616,""x1"":2005,""y1"":1141}]","[{""page"":13,""x0"":0,""y0"":615,""x1"":2005,""y1"":1145}]","{""13"":-0.09219}",2005,525
pb_2-11_(a)_question.png,question,2,11,a,ch2.pdf,13,"[{""page"":13,""x0"":0,""y0"":1140,""x1"":2005,""y1"":1207},{""page"":13,""x0"":220,""y0"":1253,""x1"":860,""y1"":1596}]","[{""page"":13,""x0"":0,""y0"":1140,""x1"":2005,""y1"":1210},{""page"":13,""x0"":220,""y0"":1220,""x1"":860,""y1"":1600}]","{""13"":-0.09219}",2005,410
pb_2-11_(a)_solution.png,solution,2,11,a,ch2.pdf,13,"[{""page"":13,""x0"":0,""y0"":2070,""x1"":2005,""y1"":2324}]","[{""page"":13,""x0"":0,""y0"":2070,""x1"":2005,""y1"":2340}]","{""13"":-0.09219}",2005,254
pb_2-11_(b)_question.png,question,2,11,b,ch2.pdf,13,"[{""page"":13,""x0"":0,""y0"":1140,""x1"":2005,""y1"":1207},{""page"":13,""x0"":860,""y0"":1225,""x1"":1660,""y1"":1583}]","[{""page"":13,""x0"":0,""y0"":1140,""x1"":2005,""y1"":1210},{""page"":13,""x0"":860,""y0"":1220,""x1"":1660,""y1"":1600}]","{""13"":-0.09219}",2005,425
pb_2-11_(b)_solution.png,solution,2,11,b,ch2.pdf,14,"[{""page"":14,""x0"":0,""y0"":193,""x1"":2005,""y1"":450}]","[{""page"":14,""x0"":0,""y0"":190,""x1"":2005,""y1"":450}]","{""14"":-0.02487}",2005,257
pb_2-11_(c)_question.png,question,2,11,c,ch2.pdf,13,"[{""page"":13,""x0"":0,""y0"":1140,""x1"":2005,""y1"":1207},{""page"":13,""x0"":210,""y0"":1627,""x1"":870,""y1"":1956}]","[{""page"":13,""x0"":0,""y0"":1140,""x1"":2005,""y1"":1210},{""page"":13,""x0"":210,""y0"":1620,""x1"":870,""y1"":1960}]","{""13"":-0.09219}",2005,396
pb_2-11_(c)_solution.png,solution,2,11,c,ch2.pdf,14,"[{""page"":14,""x0"":0,""y0"":450,""x1"":2005,""y1"":975}]","[{""page"":14,""x0"":0,""y0"":450,""x1"":2005,""y1"":975}]","{""14"":-0.02487}",2005,525
pb_2-11_(d)_question.png,question,2,11,d,ch2.pdf,13,"[{""page"":13,""x0"":0,""y0"":1140,""x1"":2005,""y1"":1207},{""page"":13,""x0"":870,""y0"":1630,""x1"":1730,""y1"":1957}]","[{""page"":13,""x0"":0,""y0"":1140,""x1"":2005,""y1"":1210},{""page"":13,""x0"":870,""y0"":1620,""x1"":1730,""y1"":1960}]","{""13"":-0.09219}",2005,394
pb_2-11_(d)_solution.png,solution,2,11,d,ch2.pdf,14,"[{""page"":14,""x0"":0,""y0"":975,""x1"":2005,""y1"":1600}]","[{""page"":14,""x0"":0,""y0"":975,""x1"":2005,""y1"":1600}]","{""14"":-0.02487}",2005,625
pb_2-12_(a)_question.png,question,2,12,a,ch2.pdf,14,"[{""page"":14,""x0"":0,""y0"":1600,""x1"":2005,""y1"":1668},{""page"":14,""x0"":180,""y0"":1731,""x1"":930,""y1"":1920}]","[{""page"":14,""x0"":0,""y0"":1600,""x1"":2005,""y1"":1670},{""page"":14,""x0"":180,""y0"":1680,""x1"":930,""y1"":1920}]","{""14"":-0.02487}",2005,257
pb_2-12_(a)_solution.png,solution,2,12,a,ch2.pdf,14;15,"[{""page"":14,""x0"":0,""y0"":2041,""x1"":2005,""y1"":2470},{""page"":15,""x0"":0,""y0"":190,""x1"":2005,""y1"":640}]","[{""page"":14,""x0"":0,""y0"":2040,""x1"":2005,""y1"":2470},{""page"":15,""x0"":0,""y0"":190,""x1"":2005,""y1"":640}]","{""14"":-0.02487,""15"":0.03093}",2005,879
pb_2-12_(b)_question.png,question,2,12,b,ch2.pdf,14,"[{""page"":14,""x0"":0,""y0"":1600,""x1"":2005,""y1"":1668},{""page"":14,""x0"":900,""y0"":1689,""x1"":1700,""y1"":1920}]","[{""page"":14,""x0"":0,""y0"":1600,""x1"":2005,""y1"":1670},{""page"":14,""x0"":900,""y0"":1680,""x1"":1700,""y1"":1920}]","{""14"":-0.02487}",2005,299
pb_2-12_(b)_solution.png,solution,2,12,b,ch2.pdf,15,"[{""page"":15,""x0"":0,""y0"":640,""x1"":2005,""y1"":1445}]","[{""page"":15,""x0"":0,""y0"":640,""x1"":2005,""y1"":1445}]","{""15"":0.03093}",2005,805
pb_2-13_question.png,question,2,13,,ch2.pdf,15,"[{""page"":15,""x0"":0,""y0"":1441,""x1"":2005,""y1"":2087}]","[{""page"":15,""x0"":0,""y0"":1440,""x1"":2005,""y1"":2120}]","{""15"":0.03093}",2005,646
pb_2-13_solution.png,solution,2,13,,ch2.pdf,15;16,"[{""page"":15,""x0"":0,""y0"":2135,""x1"":2005,""y1"":2440},{""page"":16,""x0"":0,""y0"":182,""x1"":2005,""y1"":860}]","[{""page"":15,""x0"":0,""y0"":2135,""x1"":2005,""y1"":2440},{""page"":16,""x0"":0,""y0"":180,""x1"":2005,""y1"":860}]","{""15"":0.03093,""16"":-0.01945}",2005,983
pb_2-14_question.png,question,2,14,,ch2.pdf,16,"[{""page"":16,""x0"":0,""y0"":861,""x1"":2005,""y1"":930},{""page"":16,""x0"":0,""y0"":930,""x1"":1450,""y1"":1060},{""page"":16,""x0"":1500,""y0"":946,""x1"":1930,""y1"":1528}]","[{""page"":16,""x0"":0,""y0"":860,""x1"":2005,""y1"":930},{""page"":16,""x0"":0,""y0"":930,""x1"":1450,""y1"":1060},{""page"":16,""x0"":1500,""y0"":930,""x1"":1930,""y1"":1540}]","{""16"":-0.01945}",2005,781
pb_2-14_solution.png,solution,2,14,,ch2.pdf,16,"[{""page"":16,""x0"":50,""y0"":1058,""x1"":1500,""y1"":1522}]","[{""page"":16,""x0"":50,""y0"":1050,""x1"":1500,""y1"":1525}]","{""16"":-0.01945}",2005,464
pb_2-15_(1)_question.png,question,2,15,1,ch2.pdf,16,"[{""page"":16,""x0"":0,""y0"":1520,""x1"":2005,""y1"":1580},{""page"":16,""x0"":350,""y0"":1603,""x1"":1600,""y1"":1986},{""page"":16,""x0"":0,""y0"":2030,""x1"":2005,""y1"":2100}]","[{""page"":16,""x0"":0,""y0"":1520,""x1"":2005,""y1"":1580},{""page"":16,""x0"":350,""y0"":1600,""x1"":1600,""y1"":1990},{""page"":16,""x0"":0,""y0"":2010,""x1"":2005,""y1"":2100}]","{""16"":-0.01945}",2005,513
pb_2-15_(1)_solution.png,solution,2,15,1,ch2.pdf,16;17,"[{""page"":16,""x0"":0,""y0"":2165,""x1"":2005,""y1"":2397},{""page"":17,""x0"":0,""y0"":192,""x1"":2005,""y1"":420}]","[{""page"":16,""x0"":0,""y0"":2165,""x1"":2005,""y1"":2410},{""page"":17,""x0"":0,""y0"":190,""x1"":2005,""y1"":420}]","{""16"":-0.01945,""17"":0.01552}",2005,460
pb_2-15_(2)_question.png,question,2,15,2,ch2.pdf,16,"[{""page"":16,""x0"":0,""y0"":1520,""x1"":2005,""y1"":1580},{""page"":16,""x0"":350,""y0"":1603,""x1"":1600,""y1"":1986},{""page"":16,""x0"":0,""y0"":2100,""x1"":2005,""y1"":2165}]","[{""page"":16,""x0"":0,""y0"":1520,""x1"":2005,""y1"":1580},{""page"":16,""x0"":350,""y0"":1600,""x1"":1600,""y1"":1990},{""page"":16,""x0"":0,""y0"":2100,""x1"":2005,""y1"":2170}]","{""16"":-0.01945}",2005,508
pb_2-15_(2)_solution.png,solution,2,15,2,ch2.pdf,17,"[{""page"":17,""x0"":0,""y0"":422,""x1"":2005,""y1"":884}]","[{""page"":17,""x0"":0,""y0"":420,""x1"":2005,""y1"":885}]","{""17"":0.01552}",2005,462
pb_2-16_question.png,question,2,16,,ch2.pdf,17,"[{""page"":17,""x0"":0,""y0"":885,""x1"":2005,""y1"":1530}]","[{""page"":17,""x0"":0,""y0"":885,""x1"":2005,""y1"":1530}]","{""17"":0.01552}",2005,645
pb_2-16_solution.png,solution,2,16,,ch2.pdf,17;18,"[{""page"":17,""x0"":0,""y0"":1576,""x1"":2005,""y1"":2414},{""page"":18,""x0"":0,""y0"":186,""x1"":2005,""y1"":820}]","[{""page"":17,""x0"":0,""y0"":1575,""x1"":2005,""y1"":2420},{""page"":18,""x0"":0,""y0"":185,""x1"":2005,""y1"":820}]","{""17"":0.01552,""18"":0.03496}",2005,1472
pb_2-17_question.png,question,2,17,,ch2.pdf,18,"[{""page"":18,""x0"":0,""y0"":815,""x1"":2005,""y1"":995}]","[{""page"":18,""x0"":0,""y0"":815,""x1"":2005,""y1"":995}]","{""18"":0.03496}",2005,180
pb_2-17_solution.png,solution,2,17,,ch2.pdf,18,"[{""page"":18,""x0"":0,""y0"":995,""x1"":2005,""y1"":1275}]","[{""page"":18,""x0"":0,""y0"":995,""x1"":2005,""y1"":1275}]","{""18"":0.03496}",2005,280
pb_2-18_question.png,question,2,18,,ch2.pdf,18,"[{""page"":18,""x0"":0,""y0"":1282,""x1"":2005,""y1"":1720}]","[{""page"":18,""x0"":0,""y0"":1280,""x1"":2005,""y1"":1720}]","{""18"":0.03496}",2005,438
pb_2-18_solution.png,solution,2,18,,ch2.pdf,18;19,"[{""page"":18,""x0"":0,""y0"":1763,""x1"":2005,""y1"":2440},{""page"":19,""x0"":0,""y0"":185,""x1"":2005,""y1"":285}]","[{""page"":18,""x0"":0,""y0"":1760,""x1"":2005,""y1"":2440},{""page"":19,""x0"":0,""y0"":185,""x1"":2005,""y1"":285}]","{""18"":0.03496,""19"":-0.0075}",2005,777
pb_2-19_question.png,question,2,19,,ch2.pdf,19,"[{""page"":19,""x0"":0,""y0"":281,""x1"":2005,""y1"":660}]","[{""page"":19,""x0"":0,""y0"":280,""x1"":2005,""y1"":660}]","{""19"":-0.0075}",2005,379
pb_2-19_solution.png,solution,2,19,,ch2.pdf,19,"[{""page"":19,""x0"":0,""y0"":660,""x1"":2005,""y1"":1455}]","[{""page"":19,""x0"":0,""y0"":660,""x1"":2005,""y1"":1455}]","{""19"":-0.0075}",2005,795
pb_2-20_(a)_question.png,question,2,20,a,ch2.pdf,19;20,"[{""page"":19,""x0"":0,""y0"":1455,""x1"":2005,""y1"":1520},{""page"":20,""x0"":120,""y0"":195,""x1"":850,""y1"":400}]","[{""page"":19,""x0"":0,""y0"":1455,""x1"":2005,""y1"":1520},{""page"":20,""x0"":120,""y0"":190,""x1"":850,""y1"":400}]","{""19"":-0.0075,""20"":-0.02319}",2005,270
pb_2-20_(a)_solution.png,solution,2,20,a,ch2.pdf,19,"[{""page"":19,""x0"":0,""y0"":1520,""x1"":2005,""y1"":1700}]","[{""page"":19,""x0"":0,""y0"":1520,""x1"":2005,""y1"":1700}]","{""19"":-0.0075}",2005,180
pb_2-20_(b)_question.png,question,2,20,b,ch2.pdf,19;20,"[{""page"":19,""x0"":0,""y0"":1455,""x1"":2005,""y1"":1520},{""page"":20,""x0"":120,""y0"":400,""x1"":850,""y1"":610}]","[{""page"":19,""x0"":0,""y0"":1455,""x1"":2005,""y1"":1520},{""page"":20,""x0"":120,""y0"":400,""x1"":850,""y1"":610}]","{""19"":-0.0075,""20"":-0.02319}",2005,275
pb_2-20_(b)_solution.png,solution,2,20,b,ch2.pdf,19,"[{""page"":19,""x0"":0,""y0"":1701,""x1"":2005,""y1"":2079}]","[{""page"":19,""x0"":0,""y0"":1700,""x1"":2005,""y1"":2080}]","{""19"":-0.0075}",2005,378
pb_2-20_(c)_question.png,question,2,20,c,ch2.pdf,19;20,"[{""page"":19,""x0"":0,""y0"":1455,""x1"":2005,""y1"":1520},{""page"":20,""x0"":120,""y0"":600,""x1"":850,""y1"":830}]","[{""page"":19,""x0"":0,""y0"":1455,""x1"":2005,""y1"":1520},{""page"":20,""x0"":120,""y0"":600,""x1"":850,""y1"":830}]","{""19"":-0.0075,""20"":-0.02319}",2005,295
pb_2-20_(c)_solution.png,solution,2,20,c,ch2.pdf,19,"[{""page"":19,""x0"":0,""y0"":2080,""x1"":2005,""y1"":2389}]","[{""page"":19,""x0"":0,""y0"":2080,""x1"":2005,""y1"":2390}]","{""19"":-0.0075}",2005,309
pb_2-21_(1)_question.png,question,2,21,1,ch2.pdf,20,"[{""page"":20,""x0"":0,""y0"":937,""x1"":2005,""y1"":1005},{""page"":20,""x0"":0,""y0"":1005,""x1"":2005,""y1"":1070},{""page"":20,""x0"":1120,""y0"":269,""x1"":1800,""y1"":892}]","[{""page"":20,""x0"":0,""y0"":935,""x1"":2005,""y1"":1005},{""page"":20,""x0"":0,""y0"":1005,""x1"":2005,""y1"":1070},{""page"":20,""x0"":1120,""y0"":190,""x1"":1800,""y1"":900}]","{""20"":-0.02319}",2005,756
pb_2-21_(1)_solution.png,solution,2,21,1,ch2.pdf,20,"[{""page"":20,""x0"":0,""y0"":1265,""x1"":2005,""y1"":1655},{""page"":20,""x0"":0,""y0"":1708,""x1"":2005,""y1"":1895}]","[{""page"":20,""x0"":0,""y0"":1265,""x1"":2005,""y1"":1660},{""page"":20,""x0"":0,""y0"":1700,""x1"":2005,""y1"":1895}]","{""20"":-0.02319}",2005,577
pb_2-21_(2)_question.png,question,2,21,2,ch2.pdf,20,"[{""page"":20,""x0"":0,""y0"":937,""x1"":2005,""y1"":1005},{""page"":20,""x0"":0,""y0"":1070,""x1"":2005,""y1"":1135},{""page"":20,""x0"":1120,""y0"":269,""x1"":1800,""y1"":892}]","[{""page"":20,""x0"":0,""y0"":935,""x1"":2005,""y1"":1005},{""page"":20,""x0"":0,""y0"":1070,""x1"":2005,""y1"":1135},{""page"":20,""x0"":1120,""y0"":190,""x1"":1800,""y1"":900}]","{""20"":-0.02319}",2005,756
pb_2-21_(2)_solution.png,solution,2,21,2,ch2.pdf,20,"[{""page"":20,""x0"":0,""y0"":1265,""x1"":2005,""y1"":1655},{""page"":20,""x0"":0,""y0"":1899,""x1"":2005,""y1"":2015}]","[{""page"":20,""x0"":0,""y0"":1265,""x1"":2005,""y1"":1660},{""page"":20,""x0"":0,""y0"":1895,""x1"":2005,""y1"":2015}]","{""20"":-0.02319}",2005,506
pb_2-21_(3)_question.png,question,2,21,3,ch2.pdf,20,"[{""page"":20,""x0"":0,""y0"":937,""x1"":2005,""y1"":1005},{""page"":20,""x0"":0,""y0"":1135,""x1"":2005,""y1"":1200},{""page"":20,""x0"":1120,""y0"":269,""x1"":1800,""y1"":892}]","[{""page"":20,""x0"":0,""y0"":935,""x1"":2005,""y1"":1005},{""page"":20,""x0"":0,""y0"":1135,""x1"":2005,""y1"":1200},{""page"":20,""x0"":1120,""y0"":190,""x1"":1800,""y1"":900}]","{""20"":-0.02319}",2005,756
pb_2-21_(3)_solution.png,solution,2,21,3,ch2.pdf,20,"[{""page"":20,""x0"":0,""y0"":1265,""x1"":2005,""y1"":1655},{""page"":20,""x0"":0,""y0"":2018,""x1"":2005,""y1"":2139}]","[{""page"":20,""x0"":0,""y0"":1265,""x1"":2005,""y1"":1660},{""page"":20,""x0"":0,""y0"":2015,""x1"":2005,""y1"":2140}]","{""20"":-0.02319}",2005,511
pb_2-21_(4)_question.png,question,2,21,4,ch2.pdf,20,"[{""page"":20,""x0"":0,""y0"":937,""x1"":2005,""y1"":1005},{""page"":20,""x0"":0,""y0"":1200,""x1"":2005,""y1"":1265},{""page"":20,""x0"":1120,""y0"":269,""x1"":1800,""y1"":892}]","[{""page"":20,""x0"":0,""y0"":935,""x1"":2005,""y1"":1005},{""page"":20,""x0"":0,""y0"":1200,""x1"":2005,""y1"":1265},{""page"":20,""x0"":1120,""y0"":190,""x1"":1800,""y1"":900}]","{""20"":-0.02319}",2005,756
pb_2-21_(4)_solution.png,solution,2,21,4,ch2.pdf,20,"[{""page"":20,""x0"":0,""y0"":1265,""x1"":2005,""y1"":1655},{""page"":20,""x0"":0,""y0"":2142,""x1"":2005,""y1"":2263}]","[{""page"":20,""x0"":0,""y0"":1265,""x1"":2005,""y1"":1660},{""page"":20,""x0"":0,""y0"":2140,""x1"":2005,""y1"":2265}]","{""20"":-0.02319}",2005,511
pb_2-22_(a)_question.png,question,2,22,a,ch2.pdf,20;21,"[{""page"":20,""x0"":0,""y0"":2265,""x1"":2005,""y1"":2330},{""page"":21,""x0"":220,""y0"":213,""x1"":700,""y1"":567}]","[{""page"":20,""x0"":0,""y0"":2265,""x1"":2005,""y1"":2330},{""page"":21,""x0"":220,""y0"":190,""x1"":700,""y1"":610}]","{""20"":-0.02319,""21"":-0.05092}",2005,419
pb_2-22_(a)_solution.png,solution,2,22,a,ch2.pdf,20;21,"[{""page"":20,""x0"":0,""y0"":2330,""x1"":2005,""y1"":2460},{""page"":21,""x0"":0,""y0"":649,""x1"":2005,""y1"":750}]","[{""page"":20,""x0"":0,""y0"":2330,""x1"":2005,""y1"":2460},{""page"":21,""x0"":0,""y0"":640,""x1"":2005,""y1"":750}]","{""20"":-0.02319,""21"":-0.05092}",2005,231
pb_2-22_(b)_question.png,question,2,22,b,ch2.pdf,20;21,"[{""page"":20,""x0"":0,""y0"":2265,""x1"":2005,""y1"":2330},{""page"":21,""x0"":680,""y0"":197,""x1"":1140,""y1"":610}]","[{""page"":20,""x0"":0,""y0"":2265,""x1"":2005,""y1"":2330},{""page"":21,""x0"":680,""y0"":190,""x1"":1140,""y1"":610}]","{""20"":-0.02319,""21"":-0.05092}",2005,478
pb_2-22_(b)_solution.png,solution,2,22,b,ch2.pdf,21,"[{""page"":21,""x0"":0,""y0"":761,""x1"":2005,""y1"":1005}]","[{""page"":21,""x0"":0,""y0"":760,""x1"":2005,""y1"":1005}]","{""21"":-0.05092}",2005,244
pb_2-22_(c)_question.png,question,2,22,c,ch2.pdf,20;21,"[{""page"":20,""x0"":0,""y0"":2265,""x1"":2005,""y1"":2330},{""page"":21,""x0"":1120,""y0"":199,""x1"":1680,""y1"":567}]","[{""page"":20,""x0"":0,""y0"":2265,""x1"":2005,""y1"":2330},{""page"":21,""x0"":1120,""y0"":190,""x1"":1680,""y1"":610}]","{""20"":-0.02319,""21"":-0.05092}",2005,433
pb_2-22_(c)_solution.png,solution,2,22,c,ch2.pdf,21,"[{""page"":21,""x0"":0,""y0"":1009,""x1"":2005,""y1"":1550}]","[{""page"":21,""x0"":0,""y0"":1005,""x1"":2005,""y1"":1550}]","{""21"":-0.05092}",2005,541
pb_2-23_(1)_question.png,question,2,23,1,ch2.pdf,21,"[{""page"":21,""x0"":0,""y0"":1551,""x1"":2005,""y1"":1620},{""page"":21,""x0"":180,""y0"":1621,""x1"":450,""y1"":1685}]","[{""page"":21,""x0"":0,""y0"":1550,""x1"":2005,""y1"":1620},{""page"":21,""x0"":180,""y0"":1620,""x1"":450,""y1"":1685}]","{""21"":-0.05092}",2005,133
pb_2-23_(1)_solution.png,solution,2,23,1,ch2.pdf,21,"[{""page"":21,""x0"":0,""y0"":1690,""x1"":2005,""y1"":1790}]","[{""page"":21,""x0"":0,""y0"":1690,""x1"":2005,""y1"":1790}]","{""21"":-0.05092}",2005,100
pb_2-23_(2)_question.png,question,2,23,2,ch2.pdf,21,"[{""page"":21,""x0"":0,""y0"":1551,""x1"":2005,""y1"":1620},{""page"":21,""x0"":450,""y0"":1620,""x1"":760,""y1"":1684}]","[{""page"":21,""x0"":0,""y0"":1550,""x1"":2005,""y1"":1620},{""page"":21,""x0"":450,""y0"":1620,""x1"":760,""y1"":1685}]","{""21"":-0.05092}",2005,133
pb_2-23_(2)_solution.png,solution,2,23,2,ch2.pdf,21,"[{""page"":21,""x0"":0,""y0"":1783,""x1"":2005,""y1"":1905}]","[{""page"":21,""x0"":0,""y0"":1780,""x1"":2005,""y1"":1905}]","{""21"":-0.05092}",2005,122
pb_2-23_(3)_question.png,question,2,23,3,ch2.pdf,21,"[{""page"":21,""x0"":0,""y0"":1551,""x1"":2005,""y1"":1620},{""page"":21,""x0"":750,""y0"":1620,""x1"":1080,""y1"":1685}]","[{""page"":21,""x0"":0,""y0"":1550,""x1"":2005,""y1"":1620},{""page"":21,""x0"":750,""y0"":1620,""x1"":1080,""y1"":1685}]","{""21"":-0.05092}",2005,134
pb_2-23_(3)_solution.png,solution,2,23,3,ch2.pdf,21,"[{""page"":21,""x0"":0,""y0"":1909,""x1"":2005,""y1"":2150}]","[{""page"":21,""x0"":0,""y0"":1905,""x1"":2005,""y1"":2150}]","{""21"":-0.05092}",2005,241
pb_2-23_(4)_question.png,question,2,23,4,ch2.pdf,21,"[{""page"":21,""x0"":0,""y0"":1551,""x1"":2005,""y1"":1620},{""page"":21,""x0"":1070,""y0"":1620,""x1"":1660,""y1"":1684}]","[{""page"":21,""x0"":0,""y0"":1550,""x1"":2005,""y1"":1620},{""page"":21,""x0"":1070,""y0"":1620,""x1"":1660,""y1"":1685}]","{""21"":-0.05092}",2005,133
pb_2-23_(4)_solution.png,solution,2,23,4,ch2.pdf,21,"[{""page"":21,""x0"":0,""y0"":2156,""x1"":2005,""y1"":2396}]","[{""page"":21,""x0"":0,""y0"":2150,""x1"":2005,""y1"":2400}]","{""21"":-0.05092}",2005,240
pb_2-24_question.png,question,2,24,,ch2.pdf,21;22,"[{""page"":21,""x0"":0,""y0"":2400,""x1"":2005,""y1"":2468},{""page"":22,""x0"":180,""y0"":496,""x1"":930,""y1"":983}]","[{""page"":21,""x0"":0,""y0"":2400,""x1"":2005,""y1"":2470},{""page"":22,""x0"":180,""y0"":490,""x1"":930,""y1"":990}]","{""21"":-0.05092,""22"":0.0248}",2005,555
pb_2-24_solution.png,solution,2,24,,ch2.pdf,22,"[{""page"":22,""x0"":0,""y0"":175,""x1"":2005,""y1"":485}]","[{""page"":22,""x0"":0,""y0"":175,""x1"":2005,""y1"":485}]","{""22"":0.0248}",2005,310
pb_2-25_question.png,question,2,25,,ch2.pdf,22,"[{""page"":22,""x0"":0,""y0"":1028,""x1"":2005,""y1"":1160},{""page"":22,""x0"":1050,""y0"":689,""x1"":1800,""y1"":984}]","[{""page"":22,""x0"":0,""y0"":1025,""x1"":2005,""y1"":1160},{""page"":22,""x0"":1050,""y0"":600,""x1"":1800,""y1"":990}]","{""22"":0.0248}",2005,427
pb_2-25_solution.png,solution,2,25,,ch2.pdf,22,"[{""page"":22,""x0"":0,""y0"":1160,""x1"":2005,""y1"":1489}]","[{""page"":22,""x0"":0,""y0"":1160,""x1"":2005,""y1"":1490}]","{""22"":0.0248}",2005,329
pb_2-26_(a)_question.png,question,2,26,a,ch2.pdf,22,"[{""page"":22,""x0"":0,""y0"":1490,""x1"":2005,""y1"":1557},{""page"":22,""x0"":200,""y0"":1639,""x1"":980,""y1"":1870}]","[{""page"":22,""x0"":0,""y0"":1490,""x1"":2005,""y1"":1560},{""page"":22,""x0"":200,""y0"":1600,""x1"":980,""y1"":1870}]","{""22"":0.0248}",2005,298
pb_2-26_(a)_solution.png,solution,2,26,a,ch2.pdf,22,"[{""page"":22,""x0"":0,""y0"":1983,""x1"":2005,""y1"":2189}]","[{""page"":22,""x0"":0,""y0"":1980,""x1"":2005,""y1"":2200}]","{""22"":0.0248}",2005,206
pb_2-26_(b)_question.png,question,2,26,b,ch2.pdf,22,"[{""page"":22,""x0"":0,""y0"":1490,""x1"":2005,""y1"":1557},{""page"":22,""x0"":900,""y0"":1600,""x1"":1780,""y1"":1870}]","[{""page"":22,""x0"":0,""y0"":1490,""x1"":2005,""y1"":1560},{""page"":22,""x0"":900,""y0"":1600,""x1"":1780,""y1"":1870}]","{""22"":0.0248}",2005,337
pb_2-26_(b)_solution.png,solution,2,26,b,ch2.pdf,22,"[{""page"":22,""x0"":0,""y0"":2195,""x1"":2005,""y1"":2399}]","[{""page"":22,""x0"":0,""y0"":2190,""x1"":2005,""y1"":2400}]","{""22"":0.0248}",2005,204
